set,language,singer,title,url,views,likes,comments,bonafide_or_spoof
Training,Mandarin,Jay_Chou,【AI 周杰伦】讨厌红楼梦 - cover：陶喆,https://www.bilibili.com/video/BV1qc411G7hw/?spm_id_from=333.788,59495,1448,133,1
Training,Mandarin,Jay_Chou,【AI 周杰伦】杰伦这么可爱真是抱歉,https://www.bilibili.com/video/BV1K84y1K7MR/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,66988,808,49,1
Training,Cantonese,Joey_Yung,容祖兒 Joey Yung《這麼近那麼遠 》[Official MV],https://www.youtube.com/watch?v=NHCBj_Ei92U&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=22,5250284,15143,559,0
Training,Cantonese,Joey_Yung,一拍兩散 (1314容祖兒演唱會),https://www.youtube.com/watch?v=B0hKml-HqHA&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=139,33892,93,1,0
Training,Mandarin,Joey_Yung,容祖兒 Joey Yung《答案之書》[Official MV],https://www.youtube.com/watch?v=Qc7ie_IBzdQ,89179,938,64,0
Training,Cantonese,Joey_Yung,"連續劇 (劇集 ""On Call 36小時"" 主題曲)",https://www.youtube.com/watch?v=LtBB3AAmTB0&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=4,4453516,9607,29,0
Training,Mandarin,Joey_Yung,就让这大雨全都落下,https://www.youtube.com/watch?v=IG9jBZdpQjk&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=1,12280450,32893,74,0
Training,Cantonese,Joey_Yung,容祖兒 Joey Yung《女皇》[電視劇《武則天》主題曲] [Lyrics MV],https://www.youtube.com/watch?v=pgI5F7pnh5M&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=23,6036369,15897,742,0
Training,Cantonese,Joey_Yung,容祖兒 JOEY YUNG《黃色大門》[Lyrics MV],https://www.youtube.com/watch?v=aG9YiyAh4kk&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=66,518598,1628,66,0
Training,Cantonese,Joey_Yung,容祖兒 Joey Yung《無人知道雙子座》[Official MV],https://www.youtube.com/watch?v=Q40dCz_mlUE&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=73,798015,3369,209,0
Training,Cantonese,Joey_Yung,容祖兒 Joey Yung《世上只有 (OT : 好媽媽)》[Official MV],https://www.youtube.com/watch?v=MlkHfKKBIAA&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=19,3538808,16789,1161,0
Training,Cantonese,Joey_Yung,容祖兒 JOEY YUNG《出賣》[Official MV],https://www.youtube.com/watch?v=JyMubZuCQZg&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=83,460587,1102,47,0
Training,Cantonese,Joey_Yung,容祖兒 Joey Yung《天窗》[Official MV],https://www.youtube.com/watch?v=-ZEakaS4tdU&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=29,3471951,8292,381,0
Training,Cantonese,Joey_Yung,容祖兒 Joey Yung《借過》[Official MV],https://www.youtube.com/watch?v=8Vk9MZNJE6E&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=17,1370828,2315,93,0
Training,Cantonese,Joey_Yung,容祖兒 Joey Yung《煙霞》[Official MV],https://www.youtube.com/watch?v=2B-VtFNtGeY&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=20,2601852,5063,238,0
Training,Cantonese,Joey_Yung,容祖兒 Joey Yung《花千樹》[Official MV],https://www.youtube.com/watch?v=mEzPhZd-T8c&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=15,7909461,16292,336,0
Training,Cantonese,Joey_Yung,容祖兒 JOEY YUNG《陪我長大》OFFICIAL官方完整版[LYRICS][HD][歌詞版][MV],https://www.youtube.com/watch?v=0f4iMhZhFBs&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=56,346994,1576,125,0
Training,Cantonese,Joey_Yung,容祖兒 JOEY YUNG《痛愛》[Official MV],https://www.youtube.com/watch?v=qkT4Mxmm92g&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=12,2965834,7227,263,0
Training,Mandarin,Joey_Yung,容祖兒 Joey Yung《小小》[Official MV],https://www.youtube.com/watch?v=CQ9PLCXYFyk&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=16,2549645,12685,570,0
Training,Cantonese,Joey_Yung,容祖兒 Joey Yung《16號愛人》[Official MV],https://www.youtube.com/watch?v=3wkfKUEga2A&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=6,5071072,8360,294,0
Training,Cantonese,Joey_Yung,容祖兒 Joey Yung《習慣失戀》[Official MV],https://www.youtube.com/watch?v=aQmieaqmLmU&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=9,2998410,8444,238,0
Training,Mandarin,Joey_Yung,容祖兒 Joey Yung《揮著翅膀的女孩》[Lyric MV],https://www.youtube.com/watch?v=xeb475YDpJE&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=8,728451,4843,146,0
Training,Cantonese,Joey_Yung,容祖兒 JOEY YUNG《心淡》[Official MV],https://www.youtube.com/watch?v=E4jPiazznkY&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=2,3610404,8271,205,0
Training,Mandarin,Joey_Yung,容祖兒 Joey Yung《這就是愛嗎》[Official MV],https://www.youtube.com/watch?v=9Cg8dK812og&list=OLAK5uy_ks2hiIcvoPFgB_-nEpjPyVogZydW60_iw&index=78,865000,6828,258,0
Training,Cantonese,Joey_Yung,【AI容祖儿】《忘》黄是你的姓，红是你爱的，就当做常识,https://www.bilibili.com/video/BV1Yc411M7Lk/?spm_id_from=333.788.recommend_more_video.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,17851,686,173,1
Training,Cantonese,Joey_Yung,【AI容祖儿】《红屋顶》这个世界大概总有谁 能容纳像我这种怪人 撑着屋顶 等伴侣,https://www.bilibili.com/video/BV1TV4y1y7Z6/?spm_id_from=333.788.recommend_more_video.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,55905,1502,199,1
Training,Cantonese,Joey_Yung,【AI容祖儿】《奇洛李维斯回信》cover.薛凯琪 明知我们隔着个太空仍然将爱慕天天入进信封,https://www.bilibili.com/video/BV1ET41147yv/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,2041,28,15,1
Training,Cantonese,Joey_Yung,【AI容祖儿】《明目张胆》无谓去博你怜爱 明白叫你太烦的 不是爱,https://www.bilibili.com/video/BV1yh4y157ai/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,13809,442,137,1
Training,Cantonese,Joey_Yung,【AI容祖儿】《春秋》cover.张敬轩 至少要见面上万次,https://www.bilibili.com/video/BV1bV4y1r72o/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,5999,71,15,1
Training,Cantonese,Joey_Yung,【AI容祖儿】《呼吸有害》cover.莫文蔚 缺氧到似有幻象乏力地躺于地上合上双眼用皮肤感应无常,https://www.bilibili.com/video/BV1J8411f7wE/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,1150,24,3,1
Training,Cantonese,Joey_Yung,【AI容祖儿】《再见二丁目》cover.杨千嬅 原来过得很快乐 只我一人未发觉如能忘掉渴望 岁月长 衣裳薄,https://www.bilibili.com/video/BV1Dk4y1W7gm/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,1395,19,9,1
Training,Cantonese,Joey_Yung,（重置版）【AI容祖儿】《勇》cover.杨千嬅 渴望爱的人全部爱得很英勇,https://www.bilibili.com/video/BV1yd4y1f7Lv/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,3852,65,20,1
Training,Cantonese,Joey_Yung,【AI容祖儿】《韵律泳》太快了肯等 太慢了肯追 才可以绝配,https://www.bilibili.com/video/BV1RX4y1J7Jx/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,19357,680,119,1
Training,Cantonese,Joey_Yung,【AI容祖儿】《飞女正传》cover.杨千嬅 也许出生当天本以为谁待我像公仔最后却苦恋蚂蚁,https://www.bilibili.com/video/BV11z4y1t7nv/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,3835,56,35,1
Training,Cantonese,Joey_Yung,【AI容祖儿】《孤雏》cover.AGA 无情人做对孤雏暂时度过坎坷苦海中不至独处 至少互相依赖过,https://www.bilibili.com/video/BV1uz4y1b7wZ/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,14732,107,33,1
Training,Cantonese,Joey_Yung,【AI容祖儿】能成为密友，大概总带着爱,https://www.bilibili.com/video/BV1Rh411w7ZH/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,28712,943,182,1
Training,Cantonese,Joey_Yung,【AI容祖儿】《痴情司》别离亦不怕，约誓在耳边,https://www.bilibili.com/video/BV1ic411g71B/?spm_id_from=333.788.recommend_more_video.1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,98067,2615,400,1
Training,Japanese,Kenshi_Yonezu,百鬼夜行,https://www.bilibili.com/video/BV12R4y1A75y?p=5,79299,1223,36,0
Training,Japanese,Kenshi_Yonezu,orion,https://www.bilibili.com/video/BV12R4y1A75y?p=6,79299,1223,36,0
Training,Japanese,Kenshi_Yonezu,飛燕,https://www.bilibili.com/video/BV12R4y1A75y?p=13,79299,1223,36,0
Training,Japanese,Kenshi_Yonezu,砂之惑星,https://www.bilibili.com/video/BV12R4y1A75y?p=8,79299,1223,36,0
Training,Japanese,Kenshi_Yonezu,Pale Blue,https://www.bilibili.com/video/BV12R4y1A75y?p=11,79299,1223,36,0
Training,Japanese,Kenshi_Yonezu,ピースサイン,https://www.bilibili.com/video/BV12R4y1A75y?p=10,79299,1223,36,0
Training,Japanese,Kenshi_Yonezu,Paper Flower,https://www.bilibili.com/video/BV12R4y1A75y?p=14,79299,1223,36,0
Training,Japanese,Kenshi_Yonezu,クランベリーとパンケーキ,https://www.bilibili.com/video/BV12R4y1A75y?p=12,79299,1223,36,0
Training,Japanese,Kenshi_Yonezu,LEMON,https://www.bilibili.com/video/BV12R4y1A75y?p=2,79299,1223,36,0
Training,Japanese,Kenshi_Yonezu,爱丽丝,https://www.bilibili.com/video/BV12R4y1A75y?p=7,79299,1223,36,0
Training,Japanese,Kenshi_Yonezu,アイネクライネ,https://www.bilibili.com/video/BV12R4y1A75y?p=9,79299,1223,36,0
Training,Japanese,Kenshi_Yonezu,春雷,https://www.bilibili.com/video/BV12R4y1A75y?p=4,79299,1223,36,0
Training,Japanese,Kenshi_Yonezu,LOSER,https://www.bilibili.com/video/BV12R4y1A75y?p=3,79299,1223,36,0
Training,Japanese,Kenshi_Yonezu,【无损音质】米津玄师经典音乐合集，八爷永远的神！,https://www.bilibili.com/video/BV12R4y1A75y/?spm_id_from=333.337.search-card.all.click,79299,1223,36,0
Training,Mandarin,Mao_Buyi,毛不易 - 于是没有洗头,https://www.bilibili.com/video/BV1xq4y1S7bR?p=11,863954,8058,205,0
Training,Mandarin,Mao_Buyi,毛不易 - 别再闹了 - 《来电狂响》电影暖冬主题曲,https://www.bilibili.com/video/BV1xq4y1S7bR?p=13,863954,8058,205,0
Training,Mandarin,Mao_Buyi,08. 牧马城市,https://www.bilibili.com/video/BV11M411n7TC?p=8,938489,7578,222,0
Training,Mandarin,Mao_Buyi,07. 不染,https://www.bilibili.com/video/BV11M411n7TC?p=7,938489,7578,222,0
Training,Mandarin,Mao_Buyi,11. 呓语,https://www.bilibili.com/video/BV11M411n7TC?p=11,938489,7578,222,0
Training,Mandarin,Mao_Buyi,毛不易 - 海上日记,https://www.bilibili.com/video/BV1xq4y1S7bR?p=9,863954,8058,205,0
Training,Mandarin,Mao_Buyi,毛不易的《世界美好与你环环相扣》真的很有磁性，你学费了吗！！！,https://www.bilibili.com/video/BV1se4y147r1/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,94403,2412,85,0
Training,Mandarin,Mao_Buyi,毛不易 - 给你给我,https://www.bilibili.com/video/BV1xq4y1S7bR?p=5,863954,8058,205,0
Training,Mandarin,Mao_Buyi,13. 幼鸟指南,https://www.bilibili.com/video/BV11M411n7TC?p=13,938489,7578,222,0
Training,Mandarin,Mao_Buyi,毛不易 - 城市傍晚,https://www.bilibili.com/video/BV1xq4y1S7bR?p=8,863954,8058,205,0
Training,Mandarin,Mao_Buyi,思念是一种病,https://www.bilibili.com/video/BV14P4y1q7sG?p=2,19717,227,16,0
Training,Mandarin,Mao_Buyi,爱之初体验,https://www.bilibili.com/video/BV14P4y1q7sG?p=3,19717,227,16,0
Training,Mandarin,Mao_Buyi,15. 梅香如故,https://www.bilibili.com/video/BV11M411n7TC?p=16,938489,7578,222,0
Training,Mandarin,Mao_Buyi,16. 入海,https://www.bilibili.com/video/BV11M411n7TC?p=17,938489,7578,222,0
Training,Mandarin,Mao_Buyi,1. 海上日记,https://www.bilibili.com/video/BV11M411n7TC?p=15,938489,7578,222,0
Training,Mandarin,Mao_Buyi,04. 深夜一角,https://www.bilibili.com/video/BV11M411n7TC?p=4,938489,7578,222,0
Training,Mandarin,Mao_Buyi,12. 如你所想,https://www.bilibili.com/video/BV11M411n7TC?p=12,938489,7578,222,0
Training,Mandarin,Mao_Buyi,毛不易 - 幼鸟指南,https://www.bilibili.com/video/BV1xq4y1S7bR?p=7,863954,8058,205,0
Training,Mandarin,Mao_Buyi,02. 一荤一素,https://www.bilibili.com/video/BV11M411n7TC?p=2,938489,7578,222,0
Training,Mandarin,Mao_Buyi,10. 平凡的一天,https://www.bilibili.com/video/BV11M411n7TC?p=10,938489,7578,222,0
Training,Mandarin,Mao_Buyi,09. 城市傍晚,https://www.bilibili.com/video/BV11M411n7TC?p=9,938489,7578,222,0
Training,Mandarin,Mao_Buyi,14. 请记住我,https://www.bilibili.com/video/BV11M411n7TC?p=14,938489,7578,222,0
Training,Mandarin,Mao_Buyi,03. 消愁,https://www.bilibili.com/video/BV11M411n7TC?p=3,938489,7578,222,0
Training,Mandarin,Mao_Buyi,06. 无问,https://www.bilibili.com/video/BV11M411n7TC?p=6,938489,7578,222,0
Training,Mandarin,Mao_Buyi,05. 借,https://www.bilibili.com/video/BV11M411n7TC?p=5,938489,7578,222,0
Training,Mandarin,Mao_Buyi,【毛不易】给你的爱《一直很安静》,https://www.bilibili.com/video/BV11V4y127U7/?spm_id_from=333.337.search-card.all.click,2345185,42236,1453,0
Training,Mandarin,Mao_Buyi,毛不易-东北民谣,https://www.bilibili.com/video/BV1xq4y1S7bR?p=6,863954,8058,205,0
Training,Mandarin,Mao_Buyi,毛不易 - 像我这样的人,https://www.bilibili.com/video/BV1xq4y1S7bR?p=2,863954,8058,205,0
Training,Mandarin,Mao_Buyi,17. 遥远的她,https://www.bilibili.com/video/BV11M411n7TC?p=18,938489,7578,222,0
Training,Mandarin,Mao_Buyi,毛不易《红颜旧》开口梦回《琅琊榜》,https://www.bilibili.com/video/BV1ag4y1P7Fg/?spm_id_from=333.788.recommend_more_video.2,568611,10538,456,0
Training,Mandarin,Mao_Buyi,毛不易 - 在此山中,https://www.bilibili.com/video/BV1xq4y1S7bR?p=10,863954,8058,205,0
Training,Mandarin,Mao_Buyi,【毛不易】毛不易精选歌曲合集（带歌词 分集播放）《消愁》《像我这样的人》《平凡的一天》,https://www.bilibili.com/video/BV11M411n7TC/?spm_id_from=333.337.search-card.all.click,938489,7578,222,0
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[水星记],https://www.bilibili.com/video/BV16h411u7rA/?spm_id_from=333.337.search-card.all.click,5535,62,11,1
Training,Mandarin,Mao_Buyi,【ai翻唱】毛不易-我记得（cover 赵雷）,https://www.bilibili.com/video/BV1Qm4y1C7S2/?spm_id_from=333.337.search-card.all.click,19527,261,70,1
Training,English,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[Hurt],https://www.bilibili.com/video/BV1f24y157zb/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,667,4,2,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[总有一天你会出现在我身边],https://www.bilibili.com/video/BV1og4y137Hd/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,940,17,4,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[知否],https://www.bilibili.com/video/BV1BL411m7bv/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,3488,66,15,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[ 慢慢喜欢你],https://www.bilibili.com/video/BV18s4y117Hc/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,1198,24,10,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[这世界那么多人],https://www.bilibili.com/video/BV1jL411e74M/?spm_id_from=333.788,2796,55,8,1
Training,Mandarin,Mao_Buyi,【AI毛不易】翻唱《童话镇》,https://www.bilibili.com/video/BV1pv4y1H72U/?spm_id_from=333.337.search-card.all.click,1704,14,16,1
Training,Japanese,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[SAKURA],https://www.bilibili.com/video/BV1gV4y1D7yN/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,708,21,6,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[动物世界],https://www.bilibili.com/video/BV1Z84y1M7yS/?spm_id_from=333.788,3537,56,7,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[杀死那个石家庄人],https://www.bilibili.com/video/BV1wh411g7JR/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,2866,34,16,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[小宇],https://www.bilibili.com/video/BV1o24y1L7Tt/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,882,18,3,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[那些花儿],https://www.bilibili.com/video/BV1uV4y1r7RB/?spm_id_from=333.337.search-card.all.click,959,16,3,1
Training,Japanese,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[打ち上げ花火],https://www.bilibili.com/video/BV17k4y1v7rg/?spm_id_from=333.337.search-card.all.click,4127,207,35,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[阳光开朗大男孩],https://www.bilibili.com/video/BV1pc411W7RY/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,14065,704,81,1
Training,Japanese,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[オーダーメイド《定制品》 ],https://www.bilibili.com/video/BV1qv4y1p7WK/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,676,16,9,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[ 夏至未至],https://www.bilibili.com/video/BV19h4y1p7bm/?spm_id_from=333.788,959,30,7,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[倒带],https://www.bilibili.com/video/BV1ta4y1M7F7/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,536,12,4,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱夏企[人间萤火],https://www.bilibili.com/video/BV1KN411N7vk/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,806,23,7,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱董小姐,https://www.bilibili.com/video/BV1vV4y1Q7yr/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,1279,15,9,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[那些年],https://www.bilibili.com/video/BV1Ah41137H8/?spm_id_from=333.337.search-card.all.click,7521,179,49,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[爱情转移],https://www.bilibili.com/video/BV1Ak4y1q7V8/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,2109,45,9,1
Training,Cantonese,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[约定],https://www.bilibili.com/video/BV1vc411n7Qj/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,639,9,7,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[一直很安静],https://www.bilibili.com/video/BV1qv4y1n7cz/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,3044,32,31,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[不败的英雄],https://www.bilibili.com/video/BV1Nm4y1B7E1/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,2607,36,8,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[体面],https://www.bilibili.com/video/BV17s4y1E71g/?spm_id_from=333.788,968,10,5,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[乌梅子酱],https://www.bilibili.com/video/BV1Qs4y127Yn/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,2230,23,19,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[我记得],https://www.bilibili.com/video/BV1vc411n7Qj/?spm_id_from=333.788,639,9,7,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[苹果],https://www.bilibili.com/video/BV1Tm4y1U7Sf/?spm_id_from=333.788,2057,44,5,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[曹操],https://www.bilibili.com/video/BV1zs4y1d7i7/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,881,6,6,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[漠河舞厅],https://www.bilibili.com/video/BV1Ag4y1G7w2/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,13463,157,54,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[慢慢],https://www.bilibili.com/video/BV1EM4y1273R/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,740,7,1,1
Training,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[有生之年],https://www.bilibili.com/video/BV1Xo4y1t7KK/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,487,15,2,1
Training,Mandarin,Mayday,Mayday五月天 [ 我不願讓你一個人I Won't Let You Be Lonely ] Official Music Video - 末日版,https://www.youtube.com/watch?v=38lcQsEMGrk,120276915,221530,10574,0
Training,Mandarin,Mayday,月亮代表我的心,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=66,56464,579,28,0
Training,Mandarin,Mayday,第二人生,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=46,56464,579,28,0
Training,Mandarin,Mayday,MAYDAY 五月天 [ 突然好想你 Suddenly missing you so bad ] Official Music Video,https://www.youtube.com/watch?v=GtDRcXtDg-4,27734480,83281,2970,0
Training,Mandarin,Mayday,你不是真正的快乐,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=11,56464,579,28,0
Training,Mandarin,Mayday,恋爱ing,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=14,56464,579,28,0
Training,Mandarin,Mayday,天使,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=17,56464,579,28,0
Training,Mandarin,Mayday,后青春期的诗,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=37,56464,579,28,0
Training,Mandarin,Mayday,MAYDAY五月天 [ 將軍令Your Legend ] 電影版MV-電影「黃飛鴻」主題曲,https://www.youtube.com/watch?v=83I_5lq5MwI,43630166,120521,3720,0
Training,Mandarin,Mayday,006. 陪你度过漫长岁月,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=6,39058,305,14,0
Training,Mandarin,Mayday,如果我们不曾相遇,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=15,56464,579,28,0
Training,Mandarin,Mayday,成名在望,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=34,56464,579,28,0
Training,Mandarin,Mayday,私奔到月球,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=6,56464,579,28,0
Training,Mandarin,Mayday,终结孤单,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=61,56464,579,28,0
Training,Mandarin,Mayday,疯狂世界,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=63,56464,579,28,0
Training,Mandarin,Mayday,Mayday [Step by Step] Official HD MV-TV drama「步步驚情」theme song,https://www.youtube.com/watch?v=97axrS3Npxk,44195507,113584,3039,0
Training,Mandarin,Mayday,"Mayday [ Here, After, Us ] Official Music Video",https://www.youtube.com/watch?v=pd3eV-SG23E,138868560,252134,10767,0
Training,Mandarin,Mayday,温柔,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=22,56464,579,28,0
Training,Mandarin,Mayday,干啦干啦,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=64,56464,579,28,0
Training,Mandarin,Mayday,派对动物,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=26,56464,579,28,0
Training,Mandarin,Mayday,你的神曲,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=41,56464,579,28,0
Training,Mandarin,Mayday,为爱而生,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=70,56464,579,28,0
Training,Mandarin,Mayday,孙悟空,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=51,56464,579,28,0
Training,Mandarin,Mayday,噢买尬,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=65,56464,579,28,0
Training,Mandarin,Mayday,明白,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=69,56464,579,28,0
Training,Mandarin,Mayday,夜访吸血鬼,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=28,56464,579,28,0
Training,Mandarin,Mayday,黑暗骑士,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=21,56464,579,28,0
Training,Mandarin,Mayday,Mayday【Song of battle】MV Official Anime version-[蘭陵王] Opening theme song,https://www.youtube.com/watch?v=DDs5bXh4erM,51062149,178763,14385,0
Training,Mandarin,Mayday,010. 明年今日,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=10,39058,305,14,0
Training,Mandarin,Mayday,011. 不要说话,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=11,39058,305,14,0
Training,Mandarin,Mayday,由我们主宰,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=36,56464,579,28,0
Training,Mandarin,Mayday,盛夏光年,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=19,56464,579,28,0
Training,Mandarin,Mayday,干杯,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=16,56464,579,28,0
